"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-08","14.99",,,"0.00","0.0","0.0",,"91","70","  150","  130",,"25.9","31.1",,,,,,,,"    1",,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-09","8.28",,,"3.02","0.0","0.0",,"76","66","  310","  310",,"23.9","28.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-10","4.47",,,"0.00","0.0","0.0",,"86","68","   50","  100",,"13.0","17.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-11","2.01",,,"0.00","0.0","0.0",,"89","65","  190","  170",,"8.9","14.1",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-12","3.58",,,"0.00","0.0","0.0",,"87","65","  340","  340",,"14.1","17.9",,,,,,,,,,,"    1",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-13","6.93",,,"0.01","0.0","0.0",,"87","64","  340","  350",,"17.9","23.9",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-14","2.91",,,"0.00","0.0","0.0",,"86","56","  130","   30",,"12.1","21.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-15","3.13",,,"0.00","0.0","0.0",,"87","58","  140","  140",,"14.1","16.1",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-16","4.25",,,"0.00","0.0","0.0",,"87","58","  150","  160",,"14.1","17.9",,,,,,,,,,,,,,,,,"    1"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-17","5.82",,,"0.00","0.0","0.0",,"88","63","  160","  130",,"15.0","21.0","    1",,,,,,,,,,"    1",,,,,,"    1"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-18","15.21",,,"0.01","0.0","0.0",,"74","56","  330","  330",,"32.0","38.9",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-19","10.96",,,"0.00","0.0","0.0",,"73","51","  320","  340",,"23.9","34.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-20","3.13",,,"0.00","0.0","0.0",,"77","44","  150","  140",,"16.1","17.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-21","6.93",,,"0.00","0.0","0.0",,"84","55","  120","  120",,"16.1","21.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-22","6.71",,,"0.00","0.0","0.0",,"85","58","  160","  160",,"17.0","23.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-23","3.58",,,"0.01","0.0","0.0",,"85","63","  210","  210",,"14.1","23.0",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-24","4.03",,,"0.00","0.0","0.0",,"88","65","  170","  260",,"13.0","17.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-25","7.61",,,"0.00","0.0","0.0",,"86","67","  140","  160",,"17.0","21.0",,,,,,,,,,,"    1",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-26","7.83",,,"0.00","0.0","0.0",,"86","64","  140","  150",,"17.9","21.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-27","6.26",,,"0.22","0.0","0.0",,"87","57","  320","  310",,"21.0","29.1",,,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-28","12.75",,,"0.09","0.0","0.0",,"62","50","  360","  360",,"25.1","31.1",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-29","2.01",,,"0.00","0.0","0.0",,"68","44","  330","   90",,"8.9","23.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-30","2.46",,,"0.00","0.0","0.0",,"73","44","  100","  110",,"10.1","14.1",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-10-31","1.79",,,"0.00","0.0","0.0",,"77","48","   50","  150",,"10.1","14.1",,,,,,,,,,,"    1",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-01","7.83"," 9999",,"0.00","0.0","0.0",,"78","50","  140","  140",,"21.0","23.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-02","8.72"," 9999",,"0.00","0.0","0.0",,"84","60","  310","  320",,"25.1","32.0",,,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-03","14.32"," 9999",,"0.00","0.0","0.0",,"66","48","  340","  310",,"30.0","38.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-04","2.46"," 9999",,"0.00","0.0","0.0",,"69","41","   40","   80",,"8.9","13.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-05","9.17"," 9999",,"0.00","0.0","0.0",,"73","39","  140","  130",,"21.9","25.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-06","10.29"," 9999",,"0.00","0.0","0.0",,"82","64","  150","  150",,"21.0","25.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-07","14.54"," 9999",,"0.00","0.0","0.0",,"81","69","  130","  150",,"23.9","31.1","    1",,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-08","9.62"," 9999",,"1.24","0.0","0.0",,"81","67","  140","  150",,"17.9","23.9","    1","    1","    1",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-09","12.97"," 9999",,"0.00","0.0","0.0",,"67","54","  350","   10",,"21.0","28.0",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-10","8.28"," 9999",,"0.00","0.0","0.0",,"66","44","   20","  360",,"21.9","29.1",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-11","3.80"," 9999",,"0.00","0.0","0.0",,"68","38","  170","  170",,"14.1","19.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-12","8.28"," 9999",,"0.00","0.0","0.0",,"76","50","  150","  150",,"21.9","28.0",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-13","8.28"," 9999",,"0.00","0.0","0.0",,"83","67","  190","  180",,"15.0","23.0",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-14","8.50"," 9999",,"0.00","0.0","0.0",,"82","68","  160","  160",,"19.9","25.9","    1",,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-15","7.16"," 9999",,"1.99","0.0","0.0",,"80","65","  160","  170",,"30.0","38.0",,,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-16","6.71"," 9999",,"0.00","0.0","0.0",,"81","60","  340","  350",,"21.9","31.1","    1",,,,,,,,,,"    1",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-17","11.63"," 9999",,"0.00","0.0","0.0",,"67","46","   30","   20",,"23.0","30.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-18","10.51"," 9999",,"0.00","0.0","0.0",,"69","41","  130","  150",,"21.0","28.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-19","12.30"," 9999",,"0.00","0.0","0.0",,"78","65","  150","  160",,"21.9","25.9",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-20","10.51"," 9999",,"0.00","0.0","0.0",,"84","73","  140","  150",,"19.9","23.9","    1",,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-21","11.41"," 9999",,"0.00","0.0","0.0",,"82","74","  160","  150",,"23.9","30.0",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-22","10.51"," 9999",,"0.50","0.0","0.0",,"75","57","  310","  320",,"21.9","25.9",,"    1","    1",,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-23","5.37"," 9999",,"0.00","0.0","0.0",,"73","51","   10","   30",,"14.1","17.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-24","4.03"," 9999",,"0.00","0.0","0.0",,"63","47","  100","  120",,"14.1","17.9","    1",,,,,,,,,,"    1",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-25","6.93"," 9999",,"0.00","0.0","0.0",,"76","48","  130","  140",,"21.0","25.9","    1",,,,,,,,,,"    1",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-26","10.51"," 9999",,"0.97","0.0","0.0",,"70","53","  340","  310",,"28.0","36.0",,,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-27","12.08"," 9999",,"0.00","0.0","0.0",,"53","39","  320","  310",,"21.0","34.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-28","5.82"," 1455"," 1549","0.00","0.0","0.0",,"58","34","  320","  300",,"15.0","19.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-29","5.59"," 2354",,"0.00","0.0","0.0",,"67","36","  320",,,"11.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-11-30","2.68"," 0956"," 1001","0.00","0.0","0.0",,"64","41","   60","  100",,"8.1","12.1",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-01","9.84",,,"0.00","0.0","0.0",,"73","39","  140","  140",,"21.0","25.9","    1",,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-02","10.51",,,"0.00","0.0","0.0",,"71","53","  140","  110",,"17.9","19.9","    1",,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-03","12.97",,,"0.01","0.0","0.0",,"77","61","  160","  160",,"25.9","34.9",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-04","9.17",,,"0.31","0.0","0.0",,"72","55","  360","  360",,"16.1","19.9","    1",,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-05","11.86",,,"0.95","0.0","0.0",,"55","44","  320","  330",,"17.0","23.0",,,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-06","11.86",,,"0.00","0.0","0.0",,"44","34","  340","  340",,"16.1","21.9","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-07","6.49",,,"0.00","0.0","0.0",,"50","29","   10","  340",,"14.1","21.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-08","5.59",,,"0.00","0.0","0.0",,"57","29","  140","  130",,"14.1","17.9",,,,,,,,"    1",,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-09","6.93",,,"0.00","0.0","0.0",,"60","47","   60","   70",,"12.1","14.1",,,,,,,,"    1",,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-10","7.83",,,"0.00","0.0","0.0",,"58","47","   60","   50",,"17.0","21.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-11","6.93",,,"0.00","0.0","0.0",,"57","40","   90","  100",,"8.9","12.1",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-12","7.83",,,"0.00","0.0","0.0",,"65","43","  120","  110",,"15.0","17.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-13","10.51",,,"0.00","0.0","0.0",,"65","56","  110","  110",,"17.0","21.0","    1",,,,,,,,,,"    1",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-14","13.42",,,"0.00","0.0","0.0",,"77","63","  140","  140",,"23.9","28.0",,,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-15","6.26",,,"0.10","0.0","0.0",,"77","66","  120","  120",,"13.0","15.0",,,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-16","13.42",,,"0.01","0.0","0.0",,"68","52","   20","   40",,"16.1","21.0",,,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-17","8.28",,,"0.00","0.0","0.0",,"64","50","   10","   10",,"17.9","21.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-18","6.26",,,"0.00","0.0","0.0",,"65","44","  150","  140",,"14.1","17.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-19","12.30",,,"0.06","0.0","0.0",,"72","51","  140","  140",,"28.0","33.1",,,,,,,,"    1",,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-20","7.16",,,"0.33","0.0","0.0",,"70","50","  330","  240",,"14.1","21.9",,,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-21","3.80",,,"0.01","0.0","0.0",,"60","43","   10",,,"13.0",,,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-22","5.37",,,"1.52","0.0","0.0",,"57","49","  300","  330",,"17.0","28.0",,,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-23","10.07",,,"0.00","0.0","0.0",,"56","48","   40","   40",,"17.0","21.0",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-24","12.08",,,"0.79","0.0","0.0",,"51","43","   20","   20",,"15.0","19.9",,,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-25","8.50",,,"0.19","0.0","0.0",,"48","42","  340","  340",,"16.1","21.0",,,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-26","4.92",,,"0.00","0.0","0.0",,"51","40","  270",,,"10.1",,"    1",,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-27","3.36",,,"0.00","0.0","0.0",,"62","37","  320",,,"8.1",,"    1",,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-28","5.14",,,"0.00","0.0","0.0",,"66","34","  130",,,"11.0",,"    1",,,,,,,,,,"    1",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-29","1.12",,,"0.00","0.0","0.0",,"63","43","  180","  180",,"4.9","6.0","    1","    1",,,,,,"    1",,,"    1",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-30","2.68",,,"0.00","0.0","0.0",,"73","40","  160","  100",,"8.1","8.9","    1",,,,,,,,,,"    1",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2011-12-31","5.37",,,"0.00","0.0","0.0",,"75","55","  190","  200",,"16.1","21.0",,"    1",,,,,,,,,"    1",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-01","13.87",,,"0.00","0.0","0.0",,"72","49","  360","   10",,"21.9","32.0",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-02","9.62",,,"0.00","0.0","0.0",,"62","43","  360","   10",,"21.9","30.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-03","5.59",,,"0.00","0.0","0.0",,"57","32","  150","  150",,"14.1","16.1",,,,,,,,"    1",,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-04","2.91",,,"0.00","0.0","0.0",,"74","39","  200","  190",,"14.1","19.9","    1",,,,,,,,,,,,,,,,"    1"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-05","2.46",,,"0.00","0.0","0.0",,"75","52","  270","  270",,"10.1","15.0",,,,,,,,,,,"    1",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-06","6.93",,,"0.00","0.0","0.0",,"75","55","  170","  230",,"17.9","25.9",,,,,,,,,,,"    1",,,,,,"    1"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-07","3.13",,,"0.00","0.0","0.0",,"76","54","  230","  240",,"12.1","17.9","    1",,,,,,,,,,,,,,,,"    1"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-08","5.59",,,"0.13","0.0","0.0",,"78","64","  150","  150",,"19.9","25.1","    1",,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-09","10.29",,,"1.01","0.0","0.0",,"70","61","  160","  170",,"17.9","25.1",,,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-10","9.40",,,"0.01","0.0","0.0",,"61","46","  290","  280",,"17.9","25.1","    1",,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-11","7.16",,,"0.00","0.0","0.0",,"71","42","  290","  310",,"16.1","21.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-12","13.20",,,"0.00","0.0","0.0",,"60","35","  350","  330",,"29.1","38.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-13","2.01",,,"0.00","0.0","0.0",,"55","30","  220","  240",,"8.9","16.1",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-14","3.58",,,"0.00","0.0","0.0",,"64","31","  210","  240",,"12.1","17.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-15","6.26",,,"0.00","0.0","0.0",,"70","34","  150","  160",,"19.9","23.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-16","11.86",,,"0.00","0.0","0.0",,"78","65","  170","  180",,"21.0","25.9",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-17","9.84",,,"0.05","0.0","0.0",,"77","50","  340","  360",,"21.0","25.1","    1",,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-18","5.82",,,"0.00","0.0","0.0",,"64","39","  360","  360",,"17.0","23.0",,,,,,,,"    1",,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-19","5.82",,,"0.00","0.0","0.0",,"73","50","  210","  230",,"15.0","23.9",,,,,,,,"    1",,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-20","8.95",,,"0.00","0.0","0.0",,"81","66","  190","  210",,"19.9","31.1",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-21","5.82",,,"0.01","0.0","0.0",,"73","60","  220","  200",,"17.0","25.9",,,,,,,,"    1",,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-22","9.17",,,"0.00","0.0","0.0",,"79","60","  210","  210",,"17.9","31.1","    1",,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-23","6.71",,,"0.00","0.0","0.0",,"70","53","  360","   10",,"13.0","16.1","    1",,,,,,,,,,"    1",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-24","10.07",,,"0.06","0.0","0.0",,"69","51","  110","  140",,"23.9","28.0","    1",,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-25","13.65",,,"2.83","0.0","0.0",,"73","54","  140","  150",,"40.9","49.0","    1",,"    1",,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-26","9.17",,,"0.00","0.0","0.0",,"65","49","  300","  310",,"21.9","30.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-27","6.26",,,"0.00","0.0","0.0",,"67","38","  150","  150",,"21.0","23.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-28","8.72",,,"0.00","0.0","0.0",,"65","45","   20","   30",,"21.0","30.0","    1",,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-29","4.47",,,"0.00","0.0","0.0",,"65","39","  100","   60",,"14.1","17.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-30","7.16",,,"0.01","0.0","0.0",,"69","41","  160","  130",,"17.0","23.9","    1",,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-01-31","5.14",,,"0.96","0.0","0.0",,"72","56","  240","  200",,"13.0","16.1",,,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-01","4.92",,,"0.04","0.0","0.0",,"79","67","  150","  250",,"13.0","15.0",,,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-02","7.61",,,"0.00","0.0","0.0",,"74","67","  140","  140",,"17.9","21.9",,,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-03","8.72",,,"0.68","0.0","0.0",,"76","67","  140","  160",,"19.9","23.9",,,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-04","9.62",,,"1.07","0.0","0.0",,"72","54","  350","  340",,"23.0","28.0",,,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-05","14.32",,,"0.00","0.0","0.0",,"54","47","  360","  360",,"23.0","33.1",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-06","5.82",,,"0.00","0.0","0.0",,"61","43","   20","   10",,"15.0","17.9",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-07","4.25",,,"0.00","0.0","0.0",,"65","49","   40","   10",,"10.1","13.0",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-08","8.72",,,"0.00","0.0","0.0",,"64","48","  350","   30",,"17.9","25.1",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-09","6.04",,,"0.10","0.0","0.0",,"59","43","  100","  120",,"13.0","17.0","    1",,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-10","5.59",,,"0.95","0.0","0.0",,"60","47","  350","   10",,"21.0","30.0","    1",,,,,,,,,,"    1",,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-11","11.86",,,"0.00","0.0","0.0",,"55","38","  360","   10",,"21.9","30.0",,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-12","10.51",,,"0.01","0.0","0.0",,"45","34","   40","   40",,"19.9","23.0",,,,,,,,,,,,,,"    1",,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-13","6.04",,,"0.47","0.0","0.0",,"60","43","  100","  110",,"16.1","19.9",,,,,,,,,,,"    1",,,"    1",,,"    1"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-14","5.82",,,"0.00","0.0","0.0",,"71","45","  130","  120",,"15.0","17.9","    1","    1",,,,,,,,,"    1",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-15","6.04",,,"0.41","0.0","0.0",,"71","58","  150","  160",,"17.0","21.9","    1","    1",,,,,,,,,,,,"    1",,,"    1"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","2012-02-16","4.70",,,"0.00","0.0","0.0",,"69","56","   40","   40",,"12.1","15.0","    1","    1",,,,,,,,,"    1",,,,,,
