STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT16,WT17,WT18,WT19,WT21,WT22
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/12/2017,4.03,,,0,0,0,73,92,55,360,360,,14.1,18.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/13/2017,3.8,,,0,0,0,75,92,60,200,140,,13,17,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/14/2017,9.4,,,0,0,0,80,94,66,140,180,,17,29.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/15/2017,7.61,,,0,0,0,80,92,65,180,180,,16.1,19.9,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/16/2017,6.71,,,0,0,0,82,93,74,170,170,,16.1,21.9,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/17/2017,5.14,,,0,0,0,81,93,71,130,170,,12.1,17,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/18/2017,5.59,,,0,0,0,81,95,69,150,150,,16.1,21,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/19/2017,8.72,,,0,0,0,84,94,76,190,180,,18.1,25.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/20/2017,10.51,,,0,0,0,85,95,77,170,180,,21,25.9,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/21/2017,8.95,,,0,0,0,85,96,74,120,130,,25.1,32,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/22/2017,6.49,,,0,0,0,80,91,72,110,150,,19.9,25.9,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/23/2017,4.92,,,0,0,0,78,92,67,120,130,,15,19,1,1,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/24/2017,6.71,,,0,0,0,80,92,68,130,130,,21.9,27.1,1,1,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/25/2017,5.59,,,0.02,0,0,78,91,67,140,140,,17,21.9,1,,,,,,,1,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/26/2017,4.25,,,2.49,0,0,77,83,73,180,180,,18.1,21.9,1,,1,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/27/2017,6.04,,,0.01,0,0,78,86,74,10,50,,15,19.9,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/28/2017,8.5,,,0.75,0,0,77,87,73,60,360,,14.1,19.9,1,,1,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/29/2017,10.51,,,0.54,0,0,74,78,70,10,20,,17,21,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/30/2017,6.71,,,0,0,0,75,86,64,20,10,,16.1,19,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/1/2017,2.01,,,0,0,0,73,88,60,150,140,,12.1,15,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/2/2017,4.92,,,0,0,0,76,90,66,130,110,,13,17,1,,,,,,,1,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/3/2017,4.92,,,0.94,0,0,79,86,74,200,200,,25.1,33.1,1,,1,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/4/2017,6.49,,,0,0,0,81,89,73,60,60,,14.1,17,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/5/2017,3.13,,,0,0,0,78,89,68,50,90,,10.1,14.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/6/2017,3.8,,,0,0,0,76,87,66,170,150,,10.1,15,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/7/2017,3.58,,,0,0,0,77,89,64,180,170,,12.1,14.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/8/2017,4.92,,,0,0,0,78,91,66,180,180,,15,19,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/9/2017,8.05,,,0,0,0,80,92,71,180,170,,19.9,25.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/10/2017,15.21,,,0,0,0,71,78,61,340,350,,25.1,32,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/11/2017,8.05,,,0,0,0,66,78,57,30,30,,19.9,25.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/12/2017,2.91,,,0,0,0,70,87,58,170,170,,12.1,14.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/13/2017,5.82,,,0,0,0,76,89,65,180,140,,14.1,18.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/14/2017,6.93,,,0,0,0,78,89,71,150,150,,16.1,21,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/15/2017,11.41,,,0,0,0,74,79,63,10,10,,25.1,31.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/16/2017,12.53,,,0,0,0,65,76,47,360,350,,21,27.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/17/2017,2.01,,,0,0,0,58,77,43,60,60,,8.9,13,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/18/2017,2.46,,,0,0,0,58,82,41,190,170,,13,16.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/19/2017,3.58,,,0,0,0,65,83,50,130,130,,13,17,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/20/2017,4.7,,,0.01,0,0,70,83,61,140,150,,14.1,17,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/21/2017,10.07,,,0,0,0,77,90,71,180,200,,21.9,28,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/22/2017,8.28,,,0.7,0,0,74,78,50,330,330,,23,30,1,,1,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/23/2017,3.58,,,0,0,0,61,81,46,180,180,,13,16.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/24/2017,10.07,,,0,0,0,64,77,45,360,360,,21,29.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/25/2017,4.03,,,0,0,0,59,81,40,270,330,,10.1,14.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/26/2017,11.86,,,0,0,0,63,83,45,180,190,,25.9,35.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/27/2017,15.88,,,0,0,0,60,65,44,360,350,,28,36,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/28/2017,8.72,,,0,0,0,49,62,36,10,10,,18.1,23,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/29/2017,6.49,,,0,0,0,50,75,32,190,200,,16.1,21,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/30/2017,6.04,,,0,0,0,58,79,39,190,210,,21,25.9,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/31/2017,10.51,,,0.73,0,0,57,61,51,10,10,,21,23.9,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/1/2017,6.71,,,0.12,0,0,59,78,53,180,180,,16.1,19,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/2/2017,10.51,,,0,0,0,73,84,66,190,190,,18.1,23.9,1,,,,,,,1,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/3/2017,7.38,,,0,0,0,77,87,71,190,150,,15,19,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/4/2017,7.61,,,0.01,0,0,75,81,69,200,180,,15,21,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/5/2017,9.62,,,0,0,0,75,89,68,200,190,,18.1,25.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/6/2017,8.72,,,0,0,0,76,87,68,200,210,,18.1,21.9,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/7/2017,11.86,,,0,0,0,73,83,60,20,20,,21.9,25.9,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/8/2017,14.99,,,0.21,0,0,55,60,45,360,20,,21.9,25.9,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/9/2017,9.62,,,0,0,0,50,57,46,20,20,,16.1,19.9,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/10/2017,4.47,,,0,0,0,55,63,52,40,30,,13,17,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/11/2017,6.26,,,0,0,0,63,75,56,130,160,,16.1,19.9,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/12/2017,4.25,,,0,0,0,69,77,60,170,60,,10.1,14.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/13/2017,5.14,,,0,0,0,70,79,60,40,30,,12.1,15,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/14/2017,7.83,,,0,0,0,67,80,55,190,190,,17,23,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/15/2017,6.04,,,0,0,0,69,73,65,180,190,,16.1,23,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/16/2017,4.25,,,0.08,0,0,70,83,60,180,180,,14.1,17,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/17/2017,14.09,,,0,0,0,74,84,69,190,180,,23,33.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/18/2017,17.45,,,0,0,0,74,84,53,360,350,,31.1,38.9,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/19/2017,6.71,,,0,0,0,56,65,39,360,10,,21,25.9,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/20/2017,5.37,,,0,0,0,49,69,36,170,190,,16.1,23,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/21/2017,8.72,,,0,0,0,57,75,45,10,10,,25.9,32,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/22/2017,12.3,,,0,0,0,60,65,36,10,360,,30,34,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/23/2017,2.24,,,0,0,0,47,71,31,190,170,,6.9,8.9,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/24/2017,5.82,,,0,0,0,53,76,35,200,180,,19.9,25.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/25/2017,3.58,,,0,0,0,57,81,38,170,120,,12.1,17,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/26/2017,2.46,,,0,0,0,62,76,48,360,10,,10.1,13,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/27/2017,5.82,,,0,0,0,57,75,42,190,180,,16.1,21,1,1,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/28/2017,5.82,,,0,0,0,60,79,41,180,210,,21.9,25.9,1,1,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/29/2017,4.7,,,0,0,0,60,72,41,340,320,,17,21,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/30/2017,2.91,,,0,0,0,54,75,40,360,60,,8.9,13,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/1/2017,2.91,,,0,0,0,59,76,45,150,180,,12.1,16.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/2/2017,4.03,,,0,0,0,59,78,41,180,210,,17,21,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/3/2017,4.7,,,0.02,0,0,64,73,54,140,120,,15,17,1,1,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/4/2017,11.41,,,0,0,0,73,85,68,190,190,,23.9,30,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/5/2017,17.22,,,0.05,0,0,64,71,45,20,10,,31.1,36.9,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/6/2017,11.86,,,0.93,0,0,45,45,40,10,360,,21.9,27.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/7/2017,11.41,,,0.39,1.3,0,42,47,32,10,10,,23.9,30,1,,,1,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/8/2017,4.03,,,0,0,1.2,36,48,29,190,200,,10.1,13,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/9/2017,6.49,,,0,0,0,44,67,28,350,360,,19.9,25.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/10/2017,4.25,,,0,0,0,46,68,30,210,200,,12.1,14.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/11/2017,5.14,,,0,0,0,51,77,31,190,210,,14.1,18.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/12/2017,8.5,,,0,0,0,55,64,33,20,10,,21,27.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/13/2017,5.14,,,0,0,0,44,62,27,200,210,,16.1,21,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/14/2017,7.83,,,0,0,0,49,64,39,10,20,,21.9,28,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/15/2017,6.71,,,0,0,0,53,59,37,10,20,,21,25.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/16/2017,3.13,,,1.29,0,0,44,54,34,170,180,,10.1,12.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/17/2017,4.25,,,0,0,0,48,57,45,190,120,,8.9,13,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/18/2017,3.8,,,0.03,0,0,52,57,45,10,90,,10.1,14.1,1,1,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/19/2017,7.61,,,0.86,0,0,61,72,57,190,250,,19.9,28,1,1,1,,,,,1,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/20/2017,4.03,,,0,0,0,61,77,45,170,320,,10.1,15,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/21/2017,7.61,,,0,0,0,57,78,40,210,180,,21,28,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/22/2017,11.41,,,0.05,0,0,65,73,42,330,320,,21,29.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/23/2017,5.37,,,0,0,0,45,56,31,340,330,,15,21,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/24/2017,9.84,,,0,0,0,42,63,30,360,360,,30,35.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/25/2017,7.61,,,0,0,0,41,55,28,180,180,,14.1,17,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/26/2017,11.63,,,0.02,0,0,49,51,41,10,20,,21.9,27.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/27/2017,16.11,,,0.01,0,0,41,41,38,20,10,,25.9,32,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/28/2017,7.38,,,0,0,0,40,49,38,360,30,,13,15,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/29/2017,6.04,,,0,0,0,44,49,40,190,50,,12.1,14.1,1,,,,,,,1,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/30/2017,8.05,,,0,0,0,52,64,43,20,20,,19.9,23,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/31/2017,17.22,,2350,0,0,0,42,43,27,360,360,,25.9,31.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/1/2018,16.78,,,0,0,0,28,32,24,360,360,,30,34,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/2/2018,10.74,,,0,0,0,29,32,23,350,350,,16.1,19.9,1,,,,,1,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/3/2018,3.13,,,0,0,0,31,56,15,340,330,,12.1,15,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/4/2018,2.68,,,0,0,0,36,54,22,150,60,,8.1,10.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/5/2018,4.47,,,0,0,0,49,61,35,180,170,,14.1,16.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/6/2018,4.47,,,0,0,0,45,64,29,150,160,,15,19,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/7/2018,10.29,,,0,0,0,59,70,53,190,200,,25.9,35.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/8/2018,11.18,,,0,0,0,60,69,36,10,330,,21,27.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/9/2018,2.91,,,0,0,0,48,70,31,170,190,,10.1,13,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/10/2018,9.4,,,0,0,0,53,72,40,180,180,,21,27.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/11/2018,12.53,,,0,0,0,61,74,44,330,350,,31.1,45,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/12/2018,12.53,,,0,0,0,45,56,31,330,350,,25.1,36,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/13/2018,8.05,,,0,0,0,38,53,25,10,20,,21,25.9,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/14/2018,2.91,,,0,0,0,38,61,21,210,210,,16.1,21,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/15/2018,8.72,,,0.1,0,0,45,70,28,10,360,,38,45,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/16/2018,19.46,,,0.08,0,0,36,38,25,10,10,,35.1,38.9,1,,,1,,1,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/17/2018,7.61,,,0,0,0,26,37,15,20,20,,17,21.9,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/18/2018,4.03,,,0,0,0,32,45,24,180,120,,10.1,14.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/19/2018,2.91,,,0.01,0,0,44,55,39,190,120,,10.1,16.1,1,1,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/20/2018,7.38,,,0,0,0,54,64,48,180,180,,19.9,25.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/21/2018,10.51,,,0,0,0,63,72,55,180,170,,23.9,31.1,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/22/2018,8.5,,,0,0,0,59,65,37,320,330,,21,28,1,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/23/2018,3.58,,,0,0,0,46,65,26,20,70,,10.1,13,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/24/2018,2.01,,,0,0,0,43,65,24,70,70,,10.1,14.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/25/2018,6.04,,,0,0,0,42,65,23,150,150,,15,19.9,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/26/2018,6.04,,,0,0,0,56,69,51,150,160,,17,21.9,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/27/2018,8.05,,,0.06,0,0,64,71,58,20,30,,21,25.1,1,1,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/28/2018,9.17,,,0,0,0,60,70,34,10,10,,16.1,23.9,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/29/2018,7.61,,,0,0,0,50,68,31,10,350,,21.9,25.1,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/30/2018,5.37,,,0,0,0,44,66,26,180,180,,15,19.9,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/31/2018,11.18,,,0,0,0,51,72,35,190,180,,23.9,30,1,1,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/1/2018,10.74,,,0,0,0,60,74,50,10,360,,25.1,32,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/2/2018,13.42,,,0,0,0,53,60,45,10,20,,28,32,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/3/2018,6.26,,,0.02,0,0,50,56,40,170,170,,13,15,1,,,,,,,,,,,,,,,,,
